MtrunA17_CPg0492191	Medtr4g006140
MtrunA17_Chr3g0090751	Medtr3g035600
MtrunA17_Chr3g0090751	Medtr4g051150
MtrunA17_Chr3g0090761	Medtr3g035610
MtrunA17_Chr3g0090761	Medtr8g079770
MtrunA17_Chr3g0090771	Medtr3g035615
MtrunA17_Chr3g0090771	Medtr4g051165
MtrunA17_Chr3g0090771	Medtr4g034965
MtrunA17_Chr3g0090781	Medtr3g035620
MtrunA17_Chr3g0090811	Medtr3g035640
MtrunA17_Chr3g0090811	Medtr4g006040
MtrunA17_Chr3g0090821	Medtr3g035655
MtrunA17_Chr3g0090821	Medtr7g055915
MtrunA17_Chr3g0090851	Medtr1g088510
MtrunA17_Chr3g0090881	Medtr3g035665
MtrunA17_Chr3g0090881	Medtr5g050945
MtrunA17_Chr3g0090881	Medtr5g051195
MtrunA17_Chr3g0090891	Medtr3g035670
MtrunA17_Chr3g0090901	Medtr4g051280
MtrunA17_Chr3g0090901	Medtr3g035685
MtrunA17_Chr3g0090901	Medtr7g021760
MtrunA17_Chr3g0090911	Medtr3g035695
MtrunA17_Chr3g0090911	Medtr4g047705
MtrunA17_Chr3g0090911	Medtr4g047915
MtrunA17_Chr3g0090911	Medtr4g051425
MtrunA17_Chr3g0090924	Medtr4g051430
MtrunA17_Chr3g0090924	Medtr4g034730
MtrunA17_Chr3R0074350	Medtr3g035710
MtrunA17_Chr3g0090961	Medtr3g035720
MtrunA17_Chr3g0090961	Medtr4g051420
MtrunA17_Chr3g0090971	Medtr4g051260
MtrunA17_Chr3g0090971	Medtr3g035730
MtrunA17_Chr3g0090971	Medtr7g021780
MtrunA17_Chr3g0090991	Medtr3g035735
MtrunA17_Chr3g0090991	Medtr3g117215
MtrunA17_Chr3g0090991	Medtr4g051255
MtrunA17_Chr3g0090991	Medtr5g090765
MtrunA17_Chr3g0090991	Medtr7g021785
MtrunA17_Chr3g0091011	Medtr3g035810
MtrunA17_Chr3g1010438	Medtr3g035810
MtrunA17_Chr3g0091031	Medtr3g035830
MtrunA17_Chr3g0091041	Medtr3g035840
MtrunA17_Chr3R0074770	Medtr3g035840
MtrunA17_Chr3R0074820	Medtr3g035860
MtrunA17_Chr3g0091061	Medtr3g035940
MtrunA17_Chr3g0091091	Medtr3g035970
MtrunA17_Chr3g0091111	Medtr3g036000
MtrunA17_Chr3g0091121	Medtr3g036050
MtrunA17_Chr3g0091141	Medtr3g036100
MtrunA17_Chr3g0091151	Medtr3g036210
MtrunA17_Chr3g0091161	Medtr3g036240
MtrunA17_Chr3g0091171	Medtr3g036250
MtrunA17_Chr3g0091181	Medtr3g036270
MtrunA17_Chr3R0075990	Medtr3g036280
MtrunA17_Chr3g0091191	Medtr3g036290
MtrunA17_Chr3g0091201	Medtr3g036320
MtrunA17_Chr3g0091211	Medtr3g036330
MtrunA17_Chr3R0076290	Medtr3g036380
MtrunA17_Chr3R0076290	Medtr3g036650
MtrunA17_Chr3R0076330	Medtr3g036640
MtrunA17_Chr3R0076380	Medtr3g036420
MtrunA17_Chr3R0076380	Medtr3g036610
MtrunA17_Chr3g0091251	Medtr3g036430
MtrunA17_Chr3g0091251	Medtr3g036600
MtrunA17_Chr3g0091271	Medtr3g036480
MtrunA17_Chr3g0091271	Medtr3g036550
MtrunA17_Chr3g0091501	Medtr1g030505
MtrunA17_Chr3g0091501	Medtr3g085695
MtrunA17_Chr3g0091501	Medtr5g041745
MtrunA17_Chr3g0091501	Medtr7g071135
MtrunA17_Chr3g0091501	Medtr7g082965
MtrunA17_Chr3g0091501	Medtr8g088415
MtrunA17_Chr3g0091501	Medtr8g094745
MtrunA17_Chr3g0092061	Medtr2g087375
MtrunA17_Chr3g0092061	Medtr2g089035
MtrunA17_Chr3g0092061	Medtr3g079355
MtrunA17_Chr3g0092061	Medtr4g015605
MtrunA17_Chr3g0092061	Medtr4g081395
MtrunA17_Chr3g0092061	Medtr5g010095
MtrunA17_Chr3g0092061	Medtr6g021655
MtrunA17_Chr3g0092061	Medtr6g021665
MtrunA17_Chr3g0092061	Medtr7g079185
MtrunA17_Chr3g0092061	Medtr7g089375
MtrunA17_Chr3g0092371	Medtr3g039810
MtrunA17_Chr3R0084600	Medtr3g039930
MtrunA17_Chr3g0092401	Medtr3g039990
MtrunA17_Chr3R0091120	Medtr8g019150
MtrunA17_Chr3g0093401	Medtr3g044760
MtrunA17_Chr3R0097960	Medtr3g044770
MtrunA17_Chr3R0098000	Medtr3g044810
MtrunA17_Chr3g0093441	Medtr3g044810
MtrunA17_Chr3g0093451	Medtr3g044820
MtrunA17_Chr3R0098160	Medtr3g044890
MtrunA17_Chr3g0093461	Medtr3g044890
MtrunA17_Chr3g0093471	Medtr3g044890
MtrunA17_Chr3g0093761	Medtr3g043900
MtrunA17_Chr3g0093771	Medtr3g043750
MtrunA17_Chr3g0093871	Medtr3g041700
MtrunA17_Chr3R0103240	Medtr3g041610
MtrunA17_Chr3g0093881	Medtr3g041560
MtrunA17_Chr3R0103510	Medtr3g041560
MtrunA17_Chr3g0094361	Medtr2g031050
MtrunA17_Chr3g0094391	Medtr2g030940
MtrunA17_Chr3R0117410	Medtr3g035710
MtrunA17_Chr3g0094654	Medtr3g035720
MtrunA17_Chr3g0094654	Medtr4g051420
MtrunA17_Chr3R0122350	Medtr5g070590
MtrunA17_Chr3R0122490	Medtr5g070590
MtrunA17_Chr3g0094921	Medtr1g005130
MtrunA17_Chr3g0094941	Medtr1g005140
MtrunA17_Chr3g0094941	Medtr8g059770
MtrunA17_Chr3g0094961	Medtr1g005150
MtrunA17_Chr3g0094971	Medtr1g005170
MtrunA17_Chr3g0094981	Medtr1g005180
MtrunA17_Chr3g0095061	Medtr1g016745
MtrunA17_Chr3g0095061	Medtr2g101855
MtrunA17_Chr3g0095061	Medtr2g104245
MtrunA17_Chr3g0095061	Medtr3g048925
MtrunA17_Chr3g0095061	Medtr3g051205
MtrunA17_Chr3g0095061	Medtr5g092135
MtrunA17_Chr3g0095061	Medtr6g036475
MtrunA17_Chr3g0095061	Medtr6g036476
MtrunA17_Chr3g0095061	Medtr6g036555
MtrunA17_Chr3g0095091	Medtr3g053910
MtrunA17_Chr3g0095111	Medtr3g053890
MtrunA17_Chr3R0124030	Medtr3g053820
MtrunA17_Chr3g0095121	Medtr3g053790
MtrunA17_Chr3g0095161	Medtr3g053770
MtrunA17_Chr3R0127750	Medtr7g070555
MtrunA17_Chr3R0131640	Medtr4g033000
MtrunA17_Chr3R0131690	Medtr1g071170
MtrunA17_Chr3R0131690	Medtr4g032970
MtrunA17_Chr3g0095831	Medtr8g056775
MtrunA17_Chr3g0095901	Medtr3g047285
MtrunA17_Chr3g0095901	Medtr3g116505
MtrunA17_Chr3R0134750	Medtr3g046510
MtrunA17_Chr3g0096021	Medtr3g046530
MtrunA17_Chr3g0096031	Medtr3g046540
MtrunA17_Chr3R0134870	Medtr3g046580
MtrunA17_Chr3g0096051	Medtr3g046590
MtrunA17_Chr3g0096061	Medtr3g046640
MtrunA17_Chr3g0096071	Medtr3g046650
MtrunA17_Chr3g0096081	Medtr3g046670
MtrunA17_Chr3R0135290	Medtr3g046680
MtrunA17_Chr3g0096101	Medtr3g046760
MtrunA17_Chr3R0135810	Medtr3g046790
MtrunA17_Chr3g0096111	Medtr3g046820
MtrunA17_Chr3g0096121	Medtr3g046880
MtrunA17_Chr3g0096191	Medtr3g047190
MtrunA17_Chr3R0137320	Medtr3g047200
MtrunA17_Chr3g0096211	Medtr3g047285
MtrunA17_Chr3g0096211	Medtr3g116505
MtrunA17_Chr3g0096241	Medtr3g047380
MtrunA17_Chr3g0096261	Medtr3g047390
MtrunA17_Chr3g0096271	Medtr3g047450
MtrunA17_Chr3g0096281	Medtr3g047480
MtrunA17_Chr3g0096291	Medtr3g047490
MtrunA17_Chr3g0096301	Medtr3g047540
MtrunA17_Chr3R0138100	Medtr3g047540
MtrunA17_Chr3R0138150	Medtr3g047570
MtrunA17_Chr3g0096311	Medtr3g047590
MtrunA17_Chr3g0096331	Medtr3g047670
MtrunA17_Chr3R0138380	Medtr3g047740
MtrunA17_Chr3g0096351	Medtr3g047890
MtrunA17_Chr3g0096361	Medtr3g047930
MtrunA17_Chr3R0139160	Medtr3g047940
MtrunA17_Chr3g0096371	Medtr3g047940
MtrunA17_Chr3g0096381	Medtr3g047950
MtrunA17_Chr3g0096391	Medtr3g047975
MtrunA17_Chr3g0096401	Medtr3g047980
MtrunA17_Chr3g0096411	Medtr3g048000
MtrunA17_Chr3R0139420	Medtr3g048020
MtrunA17_Chr3g0096421	Medtr3g048190
MtrunA17_Chr3g0096431	Medtr3g048190
MtrunA17_Chr3R0139930	Medtr3g048240
MtrunA17_Chr3g0096441	Medtr3g048270
MtrunA17_Chr3g0096451	Medtr3g048280
MtrunA17_Chr3g0096461	Medtr3g048290
MtrunA17_Chr3g0096471	Medtr3g048300
MtrunA17_Chr3g0096611	Medtr3g089380
MtrunA17_Chr3R0141510	Medtr3g089390
MtrunA17_Chr3g0096631	Medtr3g089510
MtrunA17_Chr3g0096651	Medtr3g089540
MtrunA17_Chr3g0096661	Medtr3g089570
MtrunA17_Chr3R0142190	Medtr3g089640
MtrunA17_Chr3R0151150	Medtr3g048370
MtrunA17_Chr3g0097361	Medtr3g048440
MtrunA17_Chr3R0151340	Medtr3g048440
MtrunA17_Chr3R0151580	Medtr3g048480
MtrunA17_Chr3g0097391	Medtr3g048490
MtrunA17_Chr3R0151850	Medtr3g048570
MtrunA17_Chr3R0151880	Medtr3g048580
MtrunA17_Chr3g0097411	Medtr3g048590
MtrunA17_Chr3g0097641	Medtr3g048690
MtrunA17_Chr3R0153100	Medtr3g048710
MtrunA17_Chr3R0153150	Medtr3g048740
MtrunA17_Chr3g0097651	Medtr3g048740
MtrunA17_Chr3R0153160	Medtr3g048740
MtrunA17_Chr3g0097661	Medtr3g048750
MtrunA17_Chr3g0097681	Medtr3g048760
MtrunA17_Chr3g0097691	Medtr3g048760
MtrunA17_Chr3R0153240	Medtr3g048770
MtrunA17_Chr3R0153330	Medtr3g048800
MtrunA17_Chr3g0097711	Medtr3g048830
MtrunA17_Chr3R0153380	Medtr3g048840
MtrunA17_Chr3R0153430	Medtr3g048850
MtrunA17_Chr3g0097721	Medtr3g048860
MtrunA17_Chr3g0097761	Medtr3g048910
MtrunA17_Chr3R0153450	Medtr3g048910
MtrunA17_Chr3g0097771	Medtr3g048920
MtrunA17_Chr3g0097781	Medtr2g101855
MtrunA17_Chr3g0097781	Medtr2g104245
MtrunA17_Chr3g0097781	Medtr3g048925
MtrunA17_Chr3g0097781	Medtr3g051205
MtrunA17_Chr3g0097781	Medtr3g056005
MtrunA17_Chr3g0097781	Medtr5g092135
MtrunA17_Chr3g0097781	Medtr6g036475
MtrunA17_Chr3g0097781	Medtr6g069415
MtrunA17_Chr3g0097781	Medtr6g069416
MtrunA17_Chr3g0097791	Medtr3g048940
MtrunA17_Chr3g0097801	Medtr3g048950
MtrunA17_Chr3g0097821	Medtr3g049070
MtrunA17_Chr3g0097831	Medtr3g049080
MtrunA17_Chr3g0097841	Medtr3g049140
MtrunA17_Chr3g0097841	Medtr3g049230
MtrunA17_Chr3g0097851	Medtr3g049150
MtrunA17_Chr3g0097851	Medtr3g049240
MtrunA17_Chr3R0154360	Medtr3g049170
MtrunA17_Chr3R0154360	Medtr3g049260
MtrunA17_Chr3g0097861	Medtr3g049180
MtrunA17_Chr3g0097861	Medtr3g049270
MtrunA17_Chr3R0154390	Medtr3g049320
MtrunA17_Chr3g0097881	Medtr3g049320
MtrunA17_Chr3g0097891	Medtr3g049330
MtrunA17_Chr3R0154520	Medtr3g049340
MtrunA17_Chr3g0097911	Medtr3g049350
MtrunA17_Chr3R0154610	Medtr3g049350
MtrunA17_Chr3g0097921	Medtr3g049390
MtrunA17_Chr3g0097931	Medtr3g049400
MtrunA17_Chr3g0097941	Medtr3g049410
MtrunA17_Chr3g0097951	Medtr3g049440
MtrunA17_Chr3g0097961	Medtr3g049570
MtrunA17_Chr3g0098011	Medtr3g049755
MtrunA17_Chr3g0098021	Medtr3g049780
MtrunA17_Chr3g0098051	Medtr3g049795
MtrunA17_Chr3g0098081	Medtr3g049820
MtrunA17_Chr3R0156460	Medtr3g049840
MtrunA17_Chr3g0098091	Medtr3g049850
MtrunA17_Chr3R0156470	Medtr3g049850
MtrunA17_Chr3R0156670	Medtr3g049920
MtrunA17_Chr3g0098101	Medtr3g049935
MtrunA17_Chr3g0098111	Medtr3g049970
MtrunA17_Chr3g0098121	Medtr3g049990
MtrunA17_Chr3g0098141	Medtr3g050060
MtrunA17_Chr3g0098161	Medtr3g050110
MtrunA17_Chr3g0098181	Medtr3g050140
MtrunA17_Chr3R0157170	Medtr3g050140
MtrunA17_Chr3g0098201	Medtr3g050170
MtrunA17_Chr3R0157260	Medtr3g050190
MtrunA17_Chr3g0098211	Medtr3g050240
MtrunA17_Chr3R0157800	Medtr3g050330
MtrunA17_Chr3R0157920	Medtr3g050360
MtrunA17_Chr3g0098251	Medtr3g050390
MtrunA17_Chr3g0098271	Medtr3g050420
MtrunA17_Chr3R0158100	Medtr3g050430
MtrunA17_Chr3g0098291	Medtr3g050500
MtrunA17_Chr3g0098301	Medtr3g050500
MtrunA17_Chr3R0158360	Medtr3g050520
MtrunA17_Chr3R0158580	Medtr3g050580
MtrunA17_Chr3R0158610	Medtr3g050590
MtrunA17_Chr3R0158920	Medtr3g050750
MtrunA17_Chr3R0159230	Medtr3g050830
MtrunA17_Chr3g0098471	Medtr3g050860
MtrunA17_Chr3R0159400	Medtr3g050890
MtrunA17_Chr3R0159400	Medtr3g050910
MtrunA17_Chr3R0159520	Medtr3g050910
MtrunA17_Chr3R0159670	Medtr3g050940
MtrunA17_Chr3g0098491	Medtr3g050940
MtrunA17_Chr3g0098501	Medtr3g050960
MtrunA17_Chr3g0098531	Medtr3g051040
MtrunA17_Chr3g0098541	Medtr3g051060
MtrunA17_Chr3g0098561	Medtr3g051095
MtrunA17_Chr3g0098561	Medtr4g034985
MtrunA17_Chr3g0098561	Medtr4g035267
MtrunA17_Chr3g0098561	Medtr4g051185
MtrunA17_Chr3g0098561	Medtr5g084157
MtrunA17_Chr3g0098571	Medtr4g034995
MtrunA17_Chr3g0098571	Medtr4g035266
MtrunA17_Chr3g0098571	Medtr4g051186
MtrunA17_Chr3g0098571	Medtr5g084156
MtrunA17_Chr3g0098611	Medtr3g051110
MtrunA17_Chr3g0098621	Medtr3g051120
MtrunA17_Chr3g0098651	Medtr3g051150
MtrunA17_Chr3g0098661	Medtr3g051190
MtrunA17_Chr3g0098671	Medtr3g051200
MtrunA17_Chr3g0098691	Medtr1g016745
MtrunA17_Chr3g0098691	Medtr2g101855
MtrunA17_Chr3g0098691	Medtr2g104245
MtrunA17_Chr3g0098691	Medtr3g048925
MtrunA17_Chr3g0098691	Medtr3g051205
MtrunA17_Chr3g0098691	Medtr3g056005
MtrunA17_Chr3g0098691	Medtr4g075275
MtrunA17_Chr3g0098691	Medtr5g092135
MtrunA17_Chr3g0098691	Medtr6g069415
MtrunA17_Chr3g0098691	Medtr6g069416
MtrunA17_Chr3g0098701	Medtr3g051210
MtrunA17_Chr3g0098711	Medtr3g051220
MtrunA17_Chr3g0098721	Medtr3g051240
MtrunA17_Chr3g0098731	Medtr3g051270
MtrunA17_Chr3g0098741	Medtr3g051280
MtrunA17_Chr3g0098761	Medtr3g051300
MtrunA17_Chr3g0098771	Medtr3g051310
MtrunA17_Chr3R0160800	Medtr3g051360
MtrunA17_Chr3g0098791	Medtr3g051420
MtrunA17_Chr3g0098801	Medtr3g051430
MtrunA17_Chr3g0098811	Medtr3g051460
MtrunA17_Chr3g0098821	Medtr3g051510
MtrunA17_Chr3g0098831	Medtr3g051530
MtrunA17_Chr3R0161230	Medtr3g051530
MtrunA17_Chr3R0161290	Medtr3g051550
MtrunA17_Chr3g0098851	Medtr3g051570
MtrunA17_Chr3g0098881	Medtr3g051610
MtrunA17_Chr3R0161380	Medtr3g051610
MtrunA17_Chr3R0161500	Medtr3g051620
MtrunA17_Chr3g0098901	Medtr3g051630
MtrunA17_Chr3g0098921	Medtr3g051690
MtrunA17_Chr3g0098971	Medtr3g051950
MtrunA17_Chr3R0162120	Medtr3g051970
MtrunA17_Chr3R0162240	Medtr3g052050
MtrunA17_Chr3g0099021	Medtr3g052100
MtrunA17_Chr3g0099031	Medtr3g052120
MtrunA17_Chr3g0099041	Medtr3g052180
MtrunA17_Chr3R0162650	Medtr3g052200
MtrunA17_Chr3g0099051	Medtr3g052210
MtrunA17_Chr3g0099061	Medtr3g052220
MtrunA17_Chr3g0099071	Medtr3g052260
MtrunA17_Chr3g0099081	Medtr3g052270
MtrunA17_Chr3R0163020	Medtr3g052400
MtrunA17_Chr3g0099131	Medtr3g052430
MtrunA17_Chr3g0099151	Medtr3g052480
MtrunA17_Chr3g0099161	Medtr3g052490
MtrunA17_Chr3g0099171	Medtr3g052520
MtrunA17_Chr3g0099181	Medtr3g052530
MtrunA17_Chr3R0163410	Medtr3g052540
MtrunA17_Chr3g0099231	Medtr3g052580
MtrunA17_Chr3g0099241	Medtr3g052590
MtrunA17_Chr3g0099251	Medtr3g052610
MtrunA17_Chr3R0163660	Medtr3g052620
MtrunA17_Chr3g0099261	Medtr1g025425
MtrunA17_Chr3g0099261	Medtr3g052635
MtrunA17_Chr3g0099261	Medtr3g061075
MtrunA17_Chr3g0099261	Medtr4g072105
MtrunA17_Chr3g0099261	Medtr4g115705
MtrunA17_Chr3g0099261	Medtr5g039825
MtrunA17_Chr3g0099261	Medtr5g083695
MtrunA17_Chr3g0099261	Medtr8g021155
MtrunA17_Chr3R0163820	Medtr3g052680
MtrunA17_Chr3g0099264	Medtr3g052700
MtrunA17_Chr3g0099301	Medtr3g052730
MtrunA17_Chr3g0099311	Medtr3g052740
MtrunA17_Chr3g0099321	Medtr3g052760
MtrunA17_Chr3g0099331	Medtr1g006480
MtrunA17_Chr3g0099601	Medtr1g008875
MtrunA17_Chr3g0099601	Medtr3g094845
MtrunA17_Chr3g0099601	Medtr7g075955
MtrunA17_Chr3g0099601	Medtr7g075965
MtrunA17_Chr3g0099601	Medtr7g116305
MtrunA17_Chr3R0167820	Medtr3g054960
MtrunA17_Chr3R0167950	Medtr3g054990
MtrunA17_Chr3g0100171	Medtr3g055020
MtrunA17_Chr3g0100181	Medtr3g055090
MtrunA17_Chr3g0100191	Medtr3g055120
MtrunA17_Chr3g0100201	Medtr3g055130
MtrunA17_Chr3g0100211	Medtr3g055200
MtrunA17_Chr3g0100231	Medtr3g055210
MtrunA17_Chr3g0100251	Medtr3g055220
MtrunA17_Chr3g0100261	Medtr3g055230
MtrunA17_Chr3g0100271	Medtr3g055240
MtrunA17_Chr3g0100281	Medtr3g055250
MtrunA17_Chr3g0100301	Medtr3g055310
MtrunA17_Chr3g0100311	Medtr3g055320
MtrunA17_Chr3g0100321	Medtr3g055330
MtrunA17_Chr3g0100331	Medtr3g055370
MtrunA17_Chr3g0100341	Medtr3g055380
MtrunA17_Chr3g0100351	Medtr3g055400
MtrunA17_Chr3g0100361	Medtr3g055420
MtrunA17_Chr3g0100391	Medtr3g055440
MtrunA17_Chr3g0100421	Medtr3g055450
MtrunA17_Chr3g0100451	Medtr3g055460
MtrunA17_Chr3g0100461	Medtr3g055480
MtrunA17_Chr3g0100471	Medtr3g055490
MtrunA17_Chr3g0100491	Medtr3g055500
MtrunA17_Chr3g0100501	Medtr3g055510
MtrunA17_Chr3g0100511	Medtr3g055520
MtrunA17_Chr3R0168930	Medtr3g055530
MtrunA17_Chr3g0100561	Medtr3g055570
MtrunA17_Chr3g0100581	Medtr3g055590
MtrunA17_Chr3g0100591	Medtr3g055600
MtrunA17_Chr3g0100611	Medtr3g055610
MtrunA17_Chr3R0169190	Medtr3g055650
MtrunA17_Chr3g0100631	Medtr3g055630
MtrunA17_Chr3g0100631	Medtr4g014860
MtrunA17_Chr3g0100641	Medtr3g055670
MtrunA17_Chr3g0100651	Medtr3g055690
MtrunA17_Chr3g0100681	Medtr3g055710
MtrunA17_Chr3g0100701	Medtr3g055720
MtrunA17_Chr3g0100731	Medtr3g055740
MtrunA17_Chr3g0100821	Medtr3g087610
MtrunA17_Chr3g0100821	Medtr6g074490
MtrunA17_Chr3g0100821	Medtr6g074520
MtrunA17_Chr3g0100961	Medtr3g055830
MtrunA17_Chr3R0170990	Medtr3g055860
MtrunA17_Chr3g0100971	Medtr3g055870
MtrunA17_Chr3R0171000	Medtr3g055910
MtrunA17_Chr3g0101001	Medtr3g055920
MtrunA17_Chr3g0101011	Medtr3g055930
MtrunA17_Chr3g0101021	Medtr3g055940
MtrunA17_Chr3g0101031	Medtr3g055960
MtrunA17_Chr3g0101051	Medtr3g055970
MtrunA17_Chr3g0101061	Medtr3g055990
MtrunA17_Chr3g0101071	Medtr3g056005
MtrunA17_Chr3g0101071	Medtr6g069415
MtrunA17_Chr3g0101091	Medtr3g056010
MtrunA17_Chr3g0101091	Medtr3g056030
MtrunA17_Chr3g0101101	Medtr3g056005
MtrunA17_Chr3g0101101	Medtr6g069415
MtrunA17_Chr3g0101111	Medtr3g056030
MtrunA17_Chr3R0171360	Medtr3g056040
MtrunA17_Chr3R0171380	Medtr3g056040
MtrunA17_Chr3g0101121	Medtr3g056070
MtrunA17_Chr3g0101131	Medtr3g056100
MtrunA17_Chr3g0101141	Medtr3g056110
MtrunA17_Chr3R0171480	Medtr3g056120
MtrunA17_Chr3g0101151	Medtr3g056160
MtrunA17_Chr3g0101161	Medtr3g056180
MtrunA17_Chr3g0101181	Medtr3g056200
MtrunA17_Chr3g0101211	Medtr3g056300
MtrunA17_Chr3g0101221	Medtr3g056310
MtrunA17_Chr3g0101231	Medtr3g056320
MtrunA17_Chr3g0101241	Medtr3g056360
MtrunA17_Chr3g0101241	Medtr3g056410
MtrunA17_Chr3g0101251	Medtr3g056380
MtrunA17_Chr3g0101261	Medtr3g056405
MtrunA17_Chr3g0101271	Medtr3g056360
MtrunA17_Chr3g0101271	Medtr3g056410
MtrunA17_Chr3R0172810	Medtr3g056450
MtrunA17_Chr3R0173030	Medtr3g056490
MtrunA17_Chr3R0174530	Medtr2g102460
MtrunA17_Chr3R0174960	Medtr3g057070
MtrunA17_Chr3R0174970	Medtr3g057070
MtrunA17_Chr3g0101531	Medtr3g057030
MtrunA17_Chr3R0175410	Medtr3g057800
MtrunA17_Chr3g0101581	Medtr3g057860
MtrunA17_Chr3g0101591	Medtr3g057870
MtrunA17_Chr3g0101601	Medtr3g057900
MtrunA17_Chr3g0101611	Medtr3g057910
MtrunA17_Chr3g0101621	Medtr3g057970
MtrunA17_Chr3g0101631	Medtr3g057980
MtrunA17_Chr3g0101641	Medtr3g057990
MtrunA17_Chr3g0101651	Medtr3g058000
MtrunA17_Chr3g0101661	Medtr3g058060
MtrunA17_Chr3g0101671	Medtr3g058110
MtrunA17_Chr3g0101681	Medtr3g058160
MtrunA17_Chr3g0102511	Medtr3g060200
MtrunA17_Chr3g0102521	Medtr3g060210
MtrunA17_Chr3g0102531	Medtr3g060220
MtrunA17_Chr3g0102541	Medtr3g060240
MtrunA17_Chr3g0102551	Medtr3g060280
MtrunA17_Chr3R0181380	Medtr3g060275
MtrunA17_Chr3R0181410	Medtr3g060290
MtrunA17_Chr3R0181450	Medtr3g060330
MtrunA17_Chr3g0102571	Medtr3g060330
MtrunA17_Chr3R0181460	Medtr3g060330
MtrunA17_Chr3g0102581	Medtr3g060350
MtrunA17_Chr3g0102591	Medtr3g060380
MtrunA17_Chr3R0181510	Medtr3g060390
MtrunA17_Chr3g0102601	Medtr3g060390
MtrunA17_Chr3g0102621	Medtr3g060400
MtrunA17_Chr3R0181550	Medtr3g060450
MtrunA17_Chr3R0181550	Medtr3g060500
MtrunA17_Chr3R0181550	Medtr3g060550
MtrunA17_Chr3g0102631	Medtr3g060460
MtrunA17_Chr3g0102631	Medtr3g060510
MtrunA17_Chr3g0102641	Medtr3g060420
MtrunA17_Chr3R0181730	Medtr3g060450
MtrunA17_Chr3R0181730	Medtr3g060500
MtrunA17_Chr3R0181730	Medtr3g060550
MtrunA17_Chr3g0102651	Medtr3g060460
MtrunA17_Chr3g0102651	Medtr3g060510
MtrunA17_Chr3g0102651	Medtr3g060560
MtrunA17_Chr3R0181910	Medtr3g060450
MtrunA17_Chr3R0181910	Medtr3g060500
MtrunA17_Chr3R0181910	Medtr3g060550
MtrunA17_Chr3g0102661	Medtr3g060460
MtrunA17_Chr3g0102661	Medtr3g060510
MtrunA17_Chr3g0102661	Medtr3g060560
MtrunA17_Chr3R0182050	Medtr3g060440
MtrunA17_Chr3R0182050	Medtr3g060490
MtrunA17_Chr3R0182050	Medtr3g060540
MtrunA17_Chr3R0182090	Medtr3g060450
MtrunA17_Chr3R0182090	Medtr3g060500
MtrunA17_Chr3R0182090	Medtr3g060550
MtrunA17_Chr3g0102671	Medtr3g060460
MtrunA17_Chr3g0102671	Medtr3g060510
MtrunA17_Chr3g0102671	Medtr3g060560
MtrunA17_Chr3R0182170	Medtr3g060580
MtrunA17_Chr3g0102681	Medtr3g060660
MtrunA17_Chr3g0102691	Medtr3g060670
MtrunA17_Chr3g0102701	Medtr3g060690
MtrunA17_Chr3g0102711	Medtr3g060700
MtrunA17_Chr3R0182530	Medtr4g128760
MtrunA17_Chr3R0182530	Medtr8g044130
MtrunA17_Chr3g0102801	Medtr3g060710
MtrunA17_Chr3g0102811	Medtr3g060710
MtrunA17_Chr3g0102821	Medtr3g060730
MtrunA17_Chr3g0102831	Medtr3g060740
MtrunA17_Chr3g0102841	Medtr3g060750
MtrunA17_Chr3g0102851	Medtr3g060770
MtrunA17_Chr3g0102861	Medtr3g060820
MtrunA17_Chr3g0102881	Medtr3g060850
MtrunA17_Chr3g0102891	Medtr3g060860
MtrunA17_Chr3g0102901	Medtr3g060880
MtrunA17_Chr3g0102911	Medtr3g060885
MtrunA17_Chr3g0102921	Medtr3g060900
MtrunA17_Chr3R0183250	Medtr3g060910
MtrunA17_Chr3g0102961	Medtr3g061000
MtrunA17_Chr3R0183650	Medtr3g061020
MtrunA17_Chr3g0102971	Medtr3g061020
MtrunA17_Chr3g0102981	Medtr3g061030
MtrunA17_Chr3g0102991	Medtr3g061050
MtrunA17_Chr3g0103011	Medtr3g061070
MtrunA17_Chr3g0103021	Medtr3g052635
MtrunA17_Chr3g0103021	Medtr3g061075
MtrunA17_Chr3g0103021	Medtr7g075465
MtrunA17_Chr3g0103021	Medtr7g075515
MtrunA17_Chr3g0103031	Medtr3g061090
MtrunA17_Chr3g0103051	Medtr3g061100
MtrunA17_Chr3g0103061	Medtr3g061110
MtrunA17_Chr3g0103071	Medtr3g061110
MtrunA17_Chr3g0103091	Medtr3g061130
MtrunA17_Chr3g0103101	Medtr3g061140
MtrunA17_Chr3g0103111	Medtr3g061150
MtrunA17_Chr3g0103121	Medtr3g061160
MtrunA17_Chr3g0103131	Medtr3g061170
MtrunA17_Chr3g0103151	Medtr3g061290
MtrunA17_Chr3g0103161	Medtr3g061300
MtrunA17_Chr3g0103171	Medtr3g061310
MtrunA17_Chr3R0184120	Medtr3g061310
MtrunA17_Chr3g0103181	Medtr3g061320
MtrunA17_Chr3g0103191	Medtr3g061330
MtrunA17_Chr3g0103201	Medtr3g061370
MtrunA17_Chr3g0103211	Medtr3g061390
MtrunA17_Chr3R0184790	Medtr3g061430
MtrunA17_Chr3g0103351	Medtr3g061440
MtrunA17_Chr3g0103361	Medtr3g061450
MtrunA17_Chr3R0184910	Medtr3g061470
MtrunA17_Chr3g0103371	Medtr3g061480
MtrunA17_Chr3g0103381	Medtr3g061490
MtrunA17_Chr3g0103391	Medtr3g061510
MtrunA17_Chr3g0103421	Medtr3g061570
